,Hcompresseddatasize,Hcompressionratio,Lcompresseddatasize,Lcompressionratio,datasize,entropy,image,size
0,8874.0,1.16069416272,9074.0,1.13511130703,10300.0,6.86117414401,girl,"(103L, 100L)"
1,32467.0,1.58708842825,46155.0,1.1164120897,51528.0,5.01854514855,beans,"(226L, 228L)"
2,186007.0,1.46852537808,240163.0,1.13737753109,273156.0,5.42556122496,monument,"(663L, 412L)"
3,77179.0,1.12051205639,76049.0,1.13716156688,86480.0,7.10480247776,lena,"(230L, 376L)"
4,7154.0,1.41012021247,8873.0,1.13693226643,10088.0,5.64067134187,fruit,"(97L, 104L)"
5,56329.0,1.16345044293,57792.0,1.13399778516,65536.0,6.84334612188,Cameraman256,"(256L, 256L)"
6,53205.0,1.16041725402,54205.0,1.13900931648,61740.0,6.8645849242,peacock,"(245L, 252L)"
7,77951.0,1.22169054919,84089.0,1.13251435979,95232.0,6.51375456699,rose,"(256L, 372L)"
8,54235.0,1.4249101134,72497.0,1.0659751438,77280.0,5.58747446028,fractal,"(276L, 280L)"
